study,Author,Year.publication,Journal,Title,Author.Affiliation,Country,Continent,Developed,Development,Latitude,Publisher,Study.type,In.seufert,In.Badgley,obs,Crop.species,Crop.type,Duration.of.study,Research.project,Study.site,Y_coord,X_coord,year_conv,year_org,Study.Comment,DataThief.used,Perennial,Legume,Comparability.of.system,Drought,Time.since.conversion,Conv.system.type,Org.system.type,Conv.yield.comparability,BMP,Multi.crop,Rotations,non.food.rotation,Org.fertilizer.type,Green.manure.org,Animal.manure.org,N.input,N.inputs.include.all.inputs,Org.N.input.kg.N.ha.1,Conv.N.input.kg.N.ha.1,Org.P.input.kg.P.ha.1,Conv.P.input.kg.P.ha.1,Irrigation,Tillage,GDD,Moisture,Soil.carbon,Soil.pH,Soil.pH.source,Yield.unit,Data.location.1,mean.conv,sd.conv,n.conv,mean.org,sd.org,n.organic,lnR,varlnR,conv_treatment,notes,organic_treatment,between_yr_var,mult_yrs,duplicate_trt_dat,in_original,P.input
study104,Mahoney et al.,2003,Renewable Agriculture and Food Systems,Profitiability of organic cropping systems in southwestern Minnesota,Univ. of Minnesota,United States,North America,yes,very high,temperate,journal,experimental,no,no,1040,soybean,oil crops,long,VICMS II,University of Minnesota's Southwest Research and Outreach Center,NA,NA,1991 to 1999,1991 to 1999,low input and commercial to one organic,no,annual,non-legume,comparable,no,established,low input,certified,comparable,yes,both multi-crop,similar,yes,animal,NA,yes,NA,no,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,Mg/ha,Tab. 6,2.96,0.46,9,2.49,0.57,9,-0.172906558,0.008505913,commercial,NA,certified,0,4,yes,no,NA
study104,Mahoney et al.,2003,Renewable Agriculture and Food Systems,Profitiability of organic cropping systems in southwestern Minnesota,Univ. of Minnesota,United States,North America,yes,very high,temperate,journal,experimental,no,no,1041,oat,cereals,long,VICMS II,University of Minnesota's Southwest Research and Outreach Center,NA,NA,1991 to 1999,1991 to 1999,2 year rotation,no,annual,non-legume,comparable,no,established,low input,certified,comparable,yes,both multi-crop,similar,yes,animal,NA,yes,NA,no,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,Mg/ha,Tab. 6,2.22,1,9,2.29,1.14,9,0.031044622,0.050080774,low input,NA,certified,0,5,yes,no,NA
study104,Mahoney et al.,2003,Renewable Agriculture and Food Systems,Profitiability of organic cropping systems in southwestern Minnesota,Univ. of Minnesota,United States,North America,yes,very high,temperate,journal,experimental,no,no,1042,oat,cereals,long,VICMS II,University of Minnesota's Southwest Research and Outreach Center,NA,NA,1991 to 1999,1991 to 1999,2 year rotation,no,annual,non-legume,comparable,no,established,commercial,certified,comparable,yes,both multi-crop,similar,yes,animal,NA,yes,NA,no,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,Mg/ha,Tab. 6,2.29,1.08,9,2.29,1.14,9,0,0.052249194,commercial,NA,certified,0,5,yes,no,NA
study104,Mahoney et al.,2003,Renewable Agriculture and Food Systems,Profitiability of organic cropping systems in southwestern Minnesota,Univ. of Minnesota,United States,North America,yes,very high,temperate,journal,experimental,no,no,1033,maize,cereals,long,VICMS II,University of Minnesota's Southwest Research and Outreach Center,NA,NA,1991 to 1999,1991 to 1999,2 year rotation,no,annual,non-legume,comparable,no,established,low input,certified,comparable,yes,both multi-crop,similar,yes,animal,NA,yes,NA,no,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,Mg/ha,Tab. 6,8.22,1.95,9,5.64,1.38,9,-0.376686144,0.012905003,low input,NA,certified,0,1,yes,no,NA
study105,Igbokwe et al.,2005,Journal of Vegetable Science,Sweetpotato Yield and Quality as Influenced by Cropping System,"Department of Agriculture, Alcorn State University, MS",United States,North America,yes,very high,temperate,journal,experimental,no,no,1044,sweetpotato,roots & tubers,short,NA,"Mississippi, USA",NA,NA,2001 to 2002,2001 to 2002,"conv, transitional, and org",no,annual,non-legume,comparable,no,recent,commercial,certified,comparable,yes,both mono,no,no,mix,yes,yes,more org,no,243.75,71.83333333,NA,143.6666667,yes,NA,NA,NA,NA,NA,NA,ka/ha,Tab. 2,22233.6,2862.560619,2,22301.7,1229.96726,2,0.003058251,0.009809024,transitional,NA,org stand,0,1,yes,n,NA
study105,Igbokwe et al.,2005,Journal of Vegetable Science,Sweetpotato Yield and Quality as Influenced by Cropping System,"Department of Agriculture, Alcorn State University, MS",United States,North America,yes,very high,temperate,journal,experimental,no,no,1043,sweetpotato,roots & tubers,short,NA,"Mississippi, USA",NA,NA,2001 to 2002,2001 to 2002,"conv, transitional, and org",no,annual,non-legume,comparable,no,recent,commercial,certified,comparable,yes,both mono,no,no,mix,yes,yes,more org,no,243.75,143.6666667,NA,143.6666667,yes,NA,NA,NA,NA,NA,NA,ka/ha,Tab. 2,19501.2,956.9149283,2,22301.7,1229.96726,2,0.134186907,0.002724742,commercial,NA,org stand,0,1,yes,n,NA
study106,Peck et al.,2010,HortScience,Integrated and Organic Fruit Production Systems for _Liberty Apple in the Northeast United States: A Systems-based Evaluation,Cornell University,United States,North America,yes,very high,temperate,journal,experimental,no,no,1045,apple,fruit,short,Peck et al. 2010,"Ithaca, NY",42.433333,-76.45,2004,2004,Malus domestica Borkh.,no,perennial,non-legume,comparable,NA,recent,low input,certified,comparable,NA,both mono,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mg/ha,Tab. 2 but full data from author,49.1,10,4,47.2,3.8,4,-0.039465142,0.011990362,low input,NA,certified,1,,no,n,NA
study106,Peck et al.,2010,HortScience,Integrated and Organic Fruit Production Systems for _Liberty Apple in the Northeast United States: A Systems-based Evaluation,Cornell University,United States,North America,yes,very high,temperate,journal,experimental,no,no,1048,apple,fruit,short,Peck et al. 2010,"Ithaca, NY",42.433333,-76.45,2007,2007,Malus domestica Borkh.,no,perennial,non-legume,comparable,NA,recent,low input,certified,comparable,NA,both mono,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mg/ha,Tab. 2 but full data from author,47.4,18.5,4,46.7,12.6,4,-0.014878064,0.056281609,low input,NA,certified,1,,no,n,NA
study106,Peck et al.,2010,HortScience,Integrated and Organic Fruit Production Systems for _Liberty Apple in the Northeast United States: A Systems-based Evaluation,Cornell University,United States,North America,yes,very high,temperate,journal,experimental,no,no,1046,apple,fruit,short,Peck et al. 2010,"Ithaca, NY",42.433333,-76.45,2005,2005,Malus domestica Borkh.,no,perennial,non-legume,comparable,NA,recent,low input,certified,comparable,NA,both mono,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mg/ha,Tab. 2 but full data from author,30.8,12.1,4,38.7,11.1,4,0.22832491,0.059150856,low input,NA,certified,1,,no,n,NA
study106,Peck et al.,2010,HortScience,Integrated and Organic Fruit Production Systems for _Liberty Apple in the Northeast United States: A Systems-based Evaluation,Cornell University,United States,North America,yes,very high,temperate,journal,experimental,no,no,1047,apple,fruit,short,Peck et al. 2010,"Ithaca, NY",42.433333,-76.45,2006,2006,Malus domestica Borkh.,no,perennial,non-legume,comparable,NA,recent,low input,certified,comparable,NA,both mono,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mg/ha,Tab. 2 but full data from author,51.4,13.7,4,48.6,13.8,4,-0.056014642,0.037917477,low input,NA,certified,1,,no,n,NA
study107,Szafirowska,2008,Vegetable Crops Research Bulletin,Yielding and Fruit Quality of Three Sweet Pepper Cultivars from Organic and Conventional Cultivation,Research Institute of Vegetable Crops,Poland,Europe,yes,very high,temperate,grey,experimental,no,no,1051,pepper,vegetables,short,NA,Poland,NA,NA,2006 to 2007,2006 to 2007,three cultivars,yes,annual,non-legume,comparable,no,recent,commercial,certified,comparable,yes,both mono,similar,yes,mix,yes,yes,NA,no,NA,NA,NA,NA,yes,standard,NA,NA,NA,NA,NA,kg/m2,Fig. 1,21.25,0.636396103,2,30,8.768124087,2,0.344840486,0.043159554,conv,Roberta F,org,0,,no,no,NA
study107,Szafirowska,2008,Vegetable Crops Research Bulletin,Yielding and Fruit Quality of Three Sweet Pepper Cultivars from Organic and Conventional Cultivation,Research Institute of Vegetable Crops,Poland,Europe,yes,very high,temperate,grey,experimental,no,no,1049,pepper,vegetables,short,NA,Poland,NA,NA,2006 to 2007,2006 to 2007,three cultivars,yes,annual,non-legume,comparable,no,recent,commercial,certified,comparable,yes,both mono,similar,yes,mix,yes,yes,NA,no,NA,NA,NA,NA,yes,standard,NA,NA,NA,NA,NA,kg/m2,Fig. 1,28.05,3.323401872,2,35.8,4.5254834,2,0.243959261,0.015008678,conv,Carya F,org,0,,no,no,NA
study107,Szafirowska,2008,Vegetable Crops Research Bulletin,Yielding and Fruit Quality of Three Sweet Pepper Cultivars from Organic and Conventional Cultivation,Research Institute of Vegetable Crops,Poland,Europe,yes,very high,temperate,grey,experimental,no,no,1050,pepper,vegetables,short,NA,Poland,NA,NA,2006 to 2007,2006 to 2007,three cultivars,yes,annual,non-legume,comparable,no,recent,commercial,certified,comparable,yes,both mono,similar,yes,mix,yes,yes,NA,no,NA,NA,NA,NA,yes,standard,NA,NA,NA,NA,NA,kg/m2,Fig. 1,17.9,6.929646456,2,33.55,21.0010714,2,0.628236151,0.270850316,conv,Mercedes,org,0,,no,no,NA
study108,Gleer et al.,2008,Journal of Organic Systems,Comparision of the financial performance of organic and conventional farms,"Agribusiness and Economics Research Unit (AERU), Lincoln University",New Zealand,Australia,yes,very high,temperate,journal,survey,no,no,1052,kiwi,fruit,medium,NA,NA,NA,NA,2002 to 2006,2002 to 2006,farmer survey,yes,perennial,non-legume,comparable,no,NA,commercial,certified,comparable,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trays/ha,Fig. 2,7085.725,977.9140398,4,5301.65,1010.853179,4,-0.290064104,0.013850357,commercial,two years of data but no spatial SD,certified,0,1,yes,no,NA
study108,Gleer et al.,2008,Journal of Organic Systems,Comparision of the financial performance of organic and conventional farms,"Agribusiness and Economics Research Unit (AERU), Lincoln University",New Zealand,Australia,yes,very high,temperate,journal,survey,no,no,1053,kiwi,fruit,medium,NA,NA,NA,NA,2002 to 2006,2002 to 2006,farmer survey,yes,perennial,non-legume,comparable,no,NA,low input,certified,comparable,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trays/ha,Fig. 2,8073.125,2203.354408,4,5301.65,1010.853179,4,-0.420522551,0.027710498,low-input,variable practices,certified,0,1,yes,no,NA
study109,Delate et al.,2003,American Journal of Alternative Agriculture,An economic comparison of organic and conventional grain crops in a long-term agroecological research (LTAR) site in Iowa,"Departments of Agronomy and Horticulture, Iowa State University",United States,North America,yes,very high,temperate,journal,experimental,no,no,1054,maize,cereals,very short,Delate et al. 2003,"Greenfield, Iowa",NA,NA,1999to2001,1999to2001,Corn-soybean (conventional) and Corn-soybean-oat (organic),no,annual,non-legume,comparable,NA,recent,commercial,org stand,comparable,NA,org multi-crop,similar,no,mix,yes,yes,similar,no,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kg/ha,Tab. 4,8654,1544.604804,3,8173.333333,608.8352268,3,-0.057144819,0.012468514,commercial,Corn-soybean (conventional) and Corn-soybean-oat (organic),org stand,0,1,yes,n,NA
study109,Delate et al.,2003,American Journal of Alternative Agriculture,An economic comparison of organic and conventional grain crops in a long-term agroecological research (LTAR) site in Iowa,"Departments of Agronomy and Horticulture, Iowa State University",United States,North America,yes,very high,temperate,journal,experimental,no,no,1055,maize,cereals,very short,Delate et al. 2003,"Greenfield, Iowa",NA,NA,1999to2001,1999to2001,Corn-soybean (conventional) and Corn-soybean-oat-alfalfa (organic) ,no,annual,non-legume,comparable,NA,recent,commercial,org stand,comparable,NA,org multi-crop,similar,yes org,mix,yes,yes,similar,no,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kg/ha,Tab. 4,8654,1544.604804,3,8340.333333,884.6837476,3,-0.036918458,0.014369395,commercial,Corn-soybean (conventional) and Corn-soybean-oat-alfalfa (organic) ,org stand,0,1,yes,n,NA
study109,Delate et al.,2003,American Journal of Alternative Agriculture,An economic comparison of organic and conventional grain crops in a long-term agroecological research (LTAR) site in Iowa,"Departments of Agronomy and Horticulture, Iowa State University",United States,North America,yes,very high,temperate,journal,experimental,no,no,1056,soybean,oil crops,very short,Delate et al. 2003,"Greenfield, Iowa",NA,NA,1999to2001,1999to2001,Corn-soybean (conventional) and Corn-soybean-oat (organic),no,annual,non-legume,comparable,NA,recent,commercial,org stand,comparable,NA,org multi-crop,similar,no,mix,yes,yes,similar,no,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kg/ha,Tab. 4,2867,310.0370946,3,2777.333333,317.5820104,3,-0.031774952,0.008256554,commercial,Corn-soybean (conventional) and Corn-soybean-oat (organic),org stand,0,2,yes,n,NA
study109,Delate et al.,2003,American Journal of Alternative Agriculture,An economic comparison of organic and conventional grain crops in a long-term agroecological research (LTAR) site in Iowa,"Departments of Agronomy and Horticulture, Iowa State University",United States,North America,yes,very high,temperate,journal,experimental,no,no,1057,soybean,oil crops,very short,Delate et al. 2003,"Greenfield, Iowa",NA,NA,1999to2001,1999to2001,Corn-soybean (conventional) and Corn-soybean-oat-alfalfa (organic) ,no,annual,non-legume,comparable,NA,recent,commercial,org stand,comparable,NA,org multi-crop,similar,yes org,mix,yes,yes,similar,no,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kg/ha,Tab. 4,2867,310.0370946,3,2956.333333,408.6958935,3,0.030683575,0.010268564,commercial,Corn-soybean (conventional) and Corn-soybean-oat-alfalfa (organic) ,org stand,0,2,yes,n,NA
study11,Delate & Cambardella,2004,"Agronomy Journal 96, 1288-1298",Agroecosystem Performance during Transition to Certified Organic Grain Production,"Department of Horticulture, Iowa State University",United States,North America,yes,very high,temperate,journal,experimental,yes,yes,166,soybean,oil crops,short,LTAR Iowa State Univ; 1998-2001,Neely-Kinyon LTAR site; Greenfield; Iowa,41.31,-94.46,1998to2001,1998to2001,C-S and C-S-O-A,no,annual,legume,comparable,no,recent,commercial,transition,comparable,yes,org multi-crop,more org,yes org,plant,yes,yes,similar,no,74.5,75.5,NA,NA,no,standard,high,high,high,neutral,paper,Mg/ha,Tab. 4,3,0.35,4,2.88,0.34,4,-0.040821995,0.006887056,C-S,N seems to be equal to number of plants; not plots; they provide the range of variance across plants (lowest yield and highest yield for each year but this is not spatial variance,C-S-O-A,0,,no,yes,NA
study11,Delate & Cambardella,2004,"Agronomy Journal 96, 1288-1298",Agroecosystem Performance during Transition to Certified Organic Grain Production,"Department of Horticulture, Iowa State University",United States,North America,yes,very high,temperate,journal,experimental,yes,yes,165,maize,cereals,short,LTAR Iowa State Univ; 1998-2001,Neely-Kinyon LTAR site; Greenfield; Iowa,41.31,-94.46,1998to2001,1998to2001,C-S and C-S-O-A,no,annual,non-legume,comparable,no,recent,commercial,transition,comparable,yes,org multi-crop,more org,yes org,animal,yes,yes,similar,no,74.5,75.5,NA,NA,no,standard,high,high,high,neutral,paper,Mg/ha,Tab. 3,9.15,1.56,4,8.38,0.68,4,-0.087905965,0.008913015,C-S,N seems to be equal to number of plants; not plots; they provide the range of variance across plants (lowest yield and highest yield for each year but this is not spatial variance,C-S-O-A,0,,no,yes,NA
study110,Bicanova et al.,2006,Agriculture,The effect of growth structure on organic winter wheat quality,Czech University of Agriculture in Prague,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,1061,wheat,cereals,very short,Bicanova et al. 2006,Experimental station of Czech University of Agriculture in Prague,NA,NA,2005to2006,2005to2006,Sulamit variety; interrow distance of 125 and seed rate of 200,no,annual,non-legume,comparable,NA,recent,commercial,org stand,comparable,NA,both mono,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,Tab. 3,7.095,0.120208153,2,4.595,0.445477272,2,-0.434421555,0.00484301,commercial,Sulamit variety; interrow distance of 125 and seed rate of 200,org stand,0,,no,n,NA
study110,Bicanova et al.,2006,Agriculture,The effect of growth structure on organic winter wheat quality,Czech University of Agriculture in Prague,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,1062,wheat,cereals,very short,Bicanova et al. 2006,Experimental station of Czech University of Agriculture in Prague,NA,NA,2005to2006,2005to2006,Sulamit variety; interrow distance of 125 and seed rate of 300,no,annual,non-legume,comparable,NA,recent,commercial,org stand,comparable,NA,both mono,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,Tab. 3,7.475,0.176776695,2,5.3,0.480832611,2,-0.343857299,0.004394982,commercial,Sulamit variety; interrow distance of 125 and seed rate of 300,org stand,0,,no,n,NA
study110,Bicanova et al.,2006,Agriculture,The effect of growth structure on organic winter wheat quality,Czech University of Agriculture in Prague,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,1058,wheat,cereals,very short,Bicanova et al. 2006,Experimental station of Czech University of Agriculture in Prague,NA,NA,2005to2006,2005to2006,Ludwig variety; interrow distance of 125 and seed rate of 200,no,annual,non-legume,comparable,NA,recent,commercial,org stand,comparable,NA,both mono,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,Tab. 3,7.96,0.650538239,2,5.525,1.138441918,2,-0.365145752,0.024568448,commercial,Ludwig variety; interrow distance of 125 and seed rate of 200,org stand,0,,no,n,NA
study110,Bicanova et al.,2006,Agriculture,The effect of growth structure on organic winter wheat quality,Czech University of Agriculture in Prague,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,1059,wheat,cereals,very short,Bicanova et al. 2006,Experimental station of Czech University of Agriculture in Prague,NA,NA,2005to2006,2005to2006,Ludwig variety; interrow distance of 125 and seed rate of 300,no,annual,non-legume,comparable,NA,recent,commercial,org stand,comparable,NA,both mono,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,Tab. 3,7.98,0.862670273,2,6.455,0.671751442,2,-0.212083387,0.011258196,commercial,Ludwig variety; interrow distance of 125 and seed rate of 300,org stand,0,,no,n,NA
study110,Bicanova et al.,2006,Agriculture,The effect of growth structure on organic winter wheat quality,Czech University of Agriculture in Prague,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,1060,wheat,cereals,very short,Bicanova et al. 2006,Experimental station of Czech University of Agriculture in Prague,NA,NA,2005to2006,2005to2006,Ludwig variety; interrow distance of 125 and seed rate of 400,no,annual,non-legume,comparable,NA,recent,commercial,org stand,comparable,NA,both mono,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,Tab. 3,8.505,0.572756493,2,6.765,0.077781746,2,-0.228891964,0.002333672,commercial,Ludwig variety; interrow distance of 125 and seed rate of 400,org stand,0,,no,n,NA
